pass,    time (ms),    total time (ms),    time,     total_time
303,    1622,    565764,    000h 00m 01.622s,    000h 09m 25.764s
304,    1427,    567191,    000h 00m 01.427s,    000h 09m 27.191s
305,    1551,    568742,    000h 00m 01.551s,    000h 09m 28.742s
306,    1476,    570218,    000h 00m 01.476s,    000h 09m 30.218s
307,    1472,    571690,    000h 00m 01.472s,    000h 09m 31.690s
308,    1583,    573273,    000h 00m 01.583s,    000h 09m 33.273s
309,    1524,    574797,    000h 00m 01.524s,    000h 09m 34.797s
310,    1717,    576514,    000h 00m 01.717s,    000h 09m 36.514s
311,    1496,    578010,    000h 00m 01.496s,    000h 09m 38.010s
312,    1594,    579604,    000h 00m 01.594s,    000h 09m 39.604s
313,    1648,    581252,    000h 00m 01.648s,    000h 09m 41.252s
314,    1540,    582792,    000h 00m 01.540s,    000h 09m 42.792s
315,    1448,    584240,    000h 00m 01.448s,    000h 09m 44.240s
316,    1475,    585715,    000h 00m 01.475s,    000h 09m 45.715s
317,    1584,    587299,    000h 00m 01.584s,    000h 09m 47.299s
318,    1448,    588747,    000h 00m 01.448s,    000h 09m 48.747s
319,    1729,    590476,    000h 00m 01.729s,    000h 09m 50.476s
320,    1585,    592061,    000h 00m 01.585s,    000h 09m 52.061s
321,    1666,    593727,    000h 00m 01.666s,    000h 09m 53.727s
322,    1660,    595387,    000h 00m 01.660s,    000h 09m 55.387s
323,    1679,    597066,    000h 00m 01.679s,    000h 09m 57.066s
324,    1551,    598617,    000h 00m 01.551s,    000h 09m 58.617s
325,    1493,    600110,    000h 00m 01.493s,    000h 10m 00.110s
326,    1573,    601683,    000h 00m 01.573s,    000h 10m 01.683s
327,    1654,    603337,    000h 00m 01.654s,    000h 10m 03.337s
328,    1654,    604991,    000h 00m 01.654s,    000h 10m 04.991s
329,    1433,    606424,    000h 00m 01.433s,    000h 10m 06.424s
330,    1617,    608041,    000h 00m 01.617s,    000h 10m 08.041s
331,    1621,    609662,    000h 00m 01.621s,    000h 10m 09.662s
332,    1617,    611279,    000h 00m 01.617s,    000h 10m 11.279s
333,    1374,    612653,    000h 00m 01.374s,    000h 10m 12.653s
334,    1595,    614248,    000h 00m 01.595s,    000h 10m 14.248s
